video_id,label,frame_count,fps,duration_seconds,width,height,file_size_MB
right_right_C024,right_right,61,30.0,2.033333333333333,1920,1080,1.13
right_right_C025,right_right,64,30.0,2.1333333333333333,1920,1080,1.19
right_right_C026,right_right,66,30.0,2.2,1920,1080,1.23
right_right_C027,right_right,57,30.0,1.9,1920,1080,1.03
right_right_C028,right_right,55,30.0,1.8333333333333333,1920,1080,1.02
right_right_C029,right_right,58,30.0,1.9333333333333333,1920,1080,1.09
right_right_C030,right_right,59,30.0,1.9666666666666666,1920,1080,1.13
right_right_C031,right_right,73,30.0,2.433333333333333,1920,1080,1.32
right_right_C032,right_right,64,30.0,2.1333333333333333,1920,1080,1.18
right_right_C033,right_right,60,30.0,2.0,1920,1080,1.11
right_right_C034,right_right,58,30.0,1.9333333333333333,1920,1080,0.98
right_right_C035,right_right,65,30.0,2.1666666666666665,1920,1080,1.0
right_right_C036,right_right,58,30.0,1.9333333333333333,1920,1080,0.99
right_right_C037,right_right,60,30.0,2.0,1920,1080,1.13
right_right_C038,right_right,63,30.0,2.1,1920,1080,1.07
right_right_C039,right_right,72,30.0,2.4,1920,1080,1.07
right_right_C040,right_right,71,30.0,2.3666666666666667,1920,1080,1.21
right_right_C041,right_right,54,30.0,1.8,1920,1080,0.98
right_right_C042,right_right,67,30.0,2.2333333333333334,1920,1080,0.98
right_right_C043,right_right,61,30.0,2.033333333333333,1920,1080,1.07
right_right_C044,right_right,70,30.0,2.3333333333333335,1920,1080,1.36
right_right_C045,right_right,71,30.0,2.3666666666666667,1920,1080,1.01
right_right_C046,right_right,69,30.0,2.3,1920,1080,1.26
right_right_C047,right_right,64,30.0,2.1333333333333333,1920,1080,1.21
right_right_C048,right_right,62,30.0,2.066666666666667,1920,1080,0.9
right_right_C049,right_right,59,30.0,1.9666666666666666,1920,1080,1.07
right_right_C050,right_right,71,30.0,2.3666666666666667,1920,1080,1.27
right_right_C051,right_right,67,30.0,2.2333333333333334,1920,1080,1.21
right_right_C052,right_right,67,30.0,2.2333333333333334,1920,1080,1.22
right_right_C053,right_right,71,30.0,2.3666666666666667,1920,1080,1.25
right_right_C054,right_right,40,30.0,1.3333333333333333,1920,1080,0.78
right_right_C055,right_right,70,30.0,2.3333333333333335,1920,1080,1.1
right_right_C056,right_right,37,30.0,1.2333333333333334,1920,1080,0.77
right_right_C057,right_right,67,30.0,2.2333333333333334,1920,1080,1.22
right_right_C058,right_right,55,30.0,1.8333333333333333,1920,1080,0.98
right_right_C059,right_right,65,30.0,2.1666666666666665,1920,1080,1.06
right_right_C060,right_right,68,30.0,2.2666666666666666,1920,1080,1.08
right_right_C061,right_right,60,30.0,2.0,1920,1080,1.1
right_right_C062,right_right,68,30.0,2.2666666666666666,1920,1080,1.18
right_right_C063,right_right,65,30.0,2.1666666666666665,1920,1080,1.2
right_right_C064,right_right,69,30.0,2.3,1920,1080,1.28
right_right_C065,right_right,71,30.0,2.3666666666666667,1920,1080,1.28
right_right_C066,right_right,63,30.0,2.1,1920,1080,1.21
right_right_C067,right_right,60,30.0,2.0,1920,1080,1.1
right_right_C068,right_right,57,30.0,1.9,1920,1080,0.98
right_right_C069,right_right,57,30.0,1.9,1920,1080,0.86
right_right_C070,right_right,58,30.0,1.9333333333333333,1920,1080,0.87
right_right_C071,right_right,69,30.0,2.3,1920,1080,1.02
right_right_C072,right_right,68,30.0,2.2666666666666666,1920,1080,1.08
right_right_C073,right_right,70,30.0,2.3333333333333335,1920,1080,1.28
right_right_C074,right_right,61,30.0,2.033333333333333,1920,1080,1.15
right_right_C075,right_right,66,30.0,2.2,1920,1080,1.03
right_right_C076,right_right,63,30.0,2.1,1920,1080,1.13
right_right_C077,right_right,58,30.0,1.9333333333333333,1920,1080,0.91
right_right_C078,right_right,70,30.0,2.3333333333333335,1920,1080,1.26
right_right_C079,right_right,59,30.0,1.9666666666666666,1920,1080,1.07
right_right_C080,right_right,63,30.0,2.1,1920,1080,1.12
right_right_C081,right_right,57,30.0,1.9,1920,1080,1.03
right_right_C082,right_right,60,30.0,2.0,1920,1080,1.12
right_right_C083,right_right,60,30.0,2.0,1920,1080,1.04
right_right_C084,right_right,64,30.0,2.1333333333333333,1920,1080,1.22
right_right_C085,right_right,64,30.0,2.1333333333333333,1920,1080,1.21
right_right_C086,right_right,60,30.0,2.0,1920,1080,1.01
right_right_C087,right_right,67,30.0,2.2333333333333334,1920,1080,1.18
right_right_C088,right_right,62,30.0,2.066666666666667,1920,1080,1.22
right_right_C089,right_right,71,30.0,2.3666666666666667,1920,1080,1.27
right_right_C090,right_right,72,30.0,2.4,1920,1080,1.0
right_right_C091,right_right,71,30.0,2.3666666666666667,1920,1080,1.19
right_right_C092,right_right,56,30.0,1.8666666666666667,1920,1080,1.01
right_right_C093,right_right,68,30.0,2.2666666666666666,1920,1080,1.27
right_right_C094,right_right,62,30.0,2.066666666666667,1920,1080,1.15
right_right_C095,right_right,66,30.0,2.2,1920,1080,1.27
right_right_C096,right_right,70,30.0,2.3333333333333335,1920,1080,1.23
right_right_C097,right_right,57,30.0,1.9,1920,1080,1.02
right_right_C098,right_right,35,30.0,1.1666666666666667,1920,1080,1.17
right_right_C099,right_right,39,30.0,1.3,1920,1080,1.25
right_right_C100,right_right,41,30.0,1.3666666666666667,1920,1080,1.4
right_right_C101,right_right,32,30.0,1.0666666666666667,1920,1080,1.18
right_right_C102,right_right,33,30.0,1.1,1920,1080,1.13
right_right_C103,right_right,40,30.0,1.3333333333333333,1920,1080,1.22
right_right_C104,right_right,37,30.0,1.2333333333333334,1920,1080,1.33
right_right_C105,right_right,38,30.0,1.2666666666666666,1920,1080,1.26
right_right_C106,right_right,41,30.0,1.3666666666666667,1920,1080,1.37
right_right_C107,right_right,35,30.0,1.1666666666666667,1920,1080,1.17
right_right_C108,right_right,38,30.0,1.2666666666666666,1920,1080,1.28
right_right_C109,right_right,34,30.0,1.1333333333333333,1920,1080,1.11
right_right_C110,right_right,36,30.0,1.2,1920,1080,1.34
right_right_C111,right_right,40,30.0,1.3333333333333333,1920,1080,1.24
right_right_C112,right_right,36,30.0,1.2,1920,1080,1.33
right_right_C113,right_right,40,30.0,1.3333333333333333,1920,1080,1.22
right_right_C114,right_right,47,30.0,1.5666666666666667,1920,1080,1.43
right_right_C115,right_right,48,30.0,1.6,1920,1080,1.47
right_right_C116,right_right,41,30.0,1.3666666666666667,1920,1080,1.37
right_right_C117,right_right,40,30.0,1.3333333333333333,1920,1080,1.24
right_right_C118,right_right,40,30.0,1.3333333333333333,1920,1080,1.22
right_right_C119,right_right,53,30.0,1.7666666666666666,1920,1080,1.57
right_right_C120,right_right,38,30.0,1.2666666666666666,1920,1080,1.26
right_right_C121,right_right,33,30.0,1.1,1920,1080,1.24
right_right_C122,right_right,37,30.0,1.2333333333333334,1920,1080,1.34
right_right_C123,right_right,35,30.0,1.1666666666666667,1920,1080,1.25
right_right_C124,right_right,40,30.0,1.3333333333333333,1920,1080,1.15
right_right_C125,right_right,47,30.0,1.5666666666666667,1920,1080,1.43
right_right_C126,right_right,37,30.0,1.2333333333333334,1920,1080,1.34
right_right_C127,right_right,37,30.0,1.2333333333333334,1920,1080,1.32
right_right_C128,right_right,37,30.0,1.2333333333333334,1920,1080,1.34
right_right_C130,right_right,48,30.0,1.6,1920,1080,1.47
right_right_C131,right_right,35,30.0,1.1666666666666667,1920,1080,1.25
right_right_C129,right_right,39,30.0,1.3,1920,1080,1.42
right_right_C132,right_right,39,30.0,1.3,1920,1080,1.24
right_right_C133,right_right,38,30.0,1.2666666666666666,1920,1080,1.31
right_right_C134,right_right,40,30.0,1.3333333333333333,1920,1080,1.15
right_right_C135,right_right,33,30.0,1.1,1920,1080,1.24
right_right_C136,right_right,40,30.0,1.3333333333333333,1920,1080,1.42
right_right_C137,right_right,32,30.0,1.0666666666666667,1920,1080,1.18
right_right_C138,right_right,37,30.0,1.2333333333333334,1920,1080,1.1
right_right_C139,right_right,36,30.0,1.2,1920,1080,1.32
right_right_C140,right_right,38,30.0,1.2666666666666666,1920,1080,1.35
right_right_C141,right_right,35,30.0,1.1666666666666667,1920,1080,1.24
right_right_C142,right_right,32,30.0,1.0666666666666667,1920,1080,1.15
right_right_C143,right_right,36,30.0,1.2,1920,1080,1.34
right_right_C144,right_right,35,30.0,1.1666666666666667,1920,1080,1.24
right_right_C145,right_right,40,30.0,1.3333333333333333,1920,1080,1.43
right_right_C146,right_right,41,30.0,1.3666666666666667,1920,1080,1.4
right_right_C147,right_right,37,30.0,1.2333333333333334,1920,1080,1.1
right_right_C148,right_right,40,30.0,1.3333333333333333,1920,1080,1.42
right_right_C149,right_right,37,30.0,1.2333333333333334,1920,1080,1.32
right_right_C150,right_right,35,30.0,1.1666666666666667,1920,1080,1.24
right_right_C151,right_right,39,30.0,1.3,1920,1080,1.24
right_right_C152,right_right,38,30.0,1.2666666666666666,1920,1080,1.31
right_right_C153,right_right,37,30.0,1.2333333333333334,1920,1080,1.25
right_right_C154,right_right,37,30.0,1.2333333333333334,1920,1080,1.32
right_right_C155,right_right,38,30.0,1.2666666666666666,1920,1080,1.33
right_right_C156,right_right,34,30.0,1.1333333333333333,1920,1080,1.11
right_right_C157,right_right,40,30.0,1.3333333333333333,1920,1080,1.43
right_right_C158,right_right,38,30.0,1.2666666666666666,1920,1080,1.35
right_right_C159,right_right,38,30.0,1.2666666666666666,1920,1080,1.28
right_right_C160.mp4 ,right_right,35,30.0,1.1666666666666667,1920,1080,1.24
right_right_C161.mp4 ,right_right,36,30.0,1.2,1920,1080,1.32
right_right_C162.mp4 ,right_right,37,30.0,1.2333333333333334,1920,1080,1.25
right_right_C163.mp4 ,right_right,32,30.0,1.0666666666666667,1920,1080,1.15
right_right_C164.mp4 ,right_right,33,30.0,1.1,1920,1080,1.13
right_right_C165.mp4 ,right_right,38,30.0,1.2666666666666666,1920,1080,1.33
right_right_C166.mp4 ,right_right,35,30.0,1.1666666666666667,1920,1080,1.17
right_right_C167.mp4 ,right_right,53,30.0,1.7666666666666666,1920,1080,1.57
right_right_C168.mp4 ,right_right,37,30.0,1.2333333333333334,1920,1080,1.34
right_right_C169.mp4 ,right_right,39,30.0,1.3,1920,1080,1.25
right_right_C170.mp4 ,right_right,36,30.0,1.2,1920,1080,1.33
right_right_C171.mp4 ,right_right,42,30.0,1.4,1920,1080,1.39
right_right_C172.mp4 ,right_right,37,30.0,1.2333333333333334,1920,1080,1.32
right_right_C173.mp4 ,right_right,42,30.0,1.4,1920,1080,1.39
right_right_C174.mp4 ,right_right,37,30.0,1.2333333333333334,1920,1080,1.33
right_right_C175.mp4 ,right_right,71,30.0,2.3666666666666667,1920,1080,1.26
right_right_C176.mp4 ,right_right,72,30.0,2.4,1920,1080,1.25
right_right_C177.mp4 ,right_right,69,30.0,2.3,1920,1080,1.19
right_right_C178.mp4 ,right_right,72,30.0,2.4,1920,1080,1.22
right_right_C179.mp4 ,right_right,68,30.0,2.2666666666666666,1920,1080,1.22
right_right_C180.mp4 ,right_right,70,30.0,2.3333333333333335,1920,1080,1.17
right_right_C181.mp4 ,right_right,69,30.0,2.3,1920,1080,1.23
right_right_C182.mp4 ,right_right,74,30.0,2.466666666666667,1920,1080,1.29
right_right_C183.mp4 ,right_right,72,30.0,2.4,1920,1080,1.25
right_right_C184.mp4 ,right_right,69,30.0,2.3,1920,1080,1.22
right_right_C185.mp4 ,right_right,72,30.0,2.4,1920,1080,1.24
right_right_C186.mp4 ,right_right,72,30.0,2.4,1920,1080,1.3
right_right_C187.mp4 ,right_right,70,30.0,2.3333333333333335,1920,1080,1.19
right_right_C188.mp4 ,right_right,68,30.0,2.2666666666666666,1920,1080,1.22
right_right_C189.mp4 ,right_right,68,30.0,2.2666666666666666,1920,1080,1.24
left_left_C001,left_left,32,30.0,1.0666666666666667,1920,1080,1.15
left_left_C002,left_left,32,30.0,1.0666666666666667,1920,1080,1.15
left_left_C003,left_left,33,30.0,1.1,1920,1080,1.08
left_left_C004,left_left,36,30.0,1.2,1920,1080,1.31
left_left_C005,left_left,33,30.0,1.1,1920,1080,1.08
left_left_C006,left_left,38,30.0,1.2666666666666666,1920,1080,1.29
left_left_C007,left_left,34,30.0,1.1333333333333333,1920,1080,1.2
left_left_C008.mp4 ,left_left,38,30.0,1.2666666666666666,1920,1080,1.29
left_left_C009.mp4 ,left_left,36,30.0,1.2,1920,1080,1.31
left_left_C010.mp4 ,left_left,38,30.0,1.2666666666666666,1920,1080,1.29
left_left_C011.mp4 ,left_left,34,30.0,1.1333333333333333,1920,1080,1.2
left_left_C012.mp4 ,left_left,34,30.0,1.1333333333333333,1920,1080,1.16
left_left_C013.mp4 ,left_left,35,30.0,1.1666666666666667,1920,1080,1.04
left_left_C014.mp4 ,left_left,33,30.0,1.1,1920,1080,1.15
left_left_C015.mp4 ,left_left,34,30.0,1.1333333333333333,1920,1080,1.13
left_left_C016.mp4 ,left_left,35,30.0,1.1666666666666667,1920,1080,1.17
left_left_C017.mp4 ,left_left,33,30.0,1.1,1920,1080,1.19
left_left_C019.mp4 ,left_left,33,30.0,1.1,1920,1080,1.09
left_left_C018.mp4 ,left_left,34,30.0,1.1333333333333333,1920,1080,1.14
left_left_C020.mp4 ,left_left,35,30.0,1.1666666666666667,1920,1080,1.16
left_left_C021.mp4 ,left_left,35,30.0,1.1666666666666667,1920,1080,1.18
left_left_C022.mp4 ,left_left,33,30.0,1.1,1920,1080,1.09
left_left_C023.mp4 ,left_left,34,30.0,1.1333333333333333,1920,1080,1.16
left_left_C024.mp4 ,left_left,35,30.0,1.1666666666666667,1920,1080,1.04
left_left_C025.mp4 ,left_left,33,30.0,1.1,1920,1080,1.15
left_left_C026.mp4 ,left_left,34,30.0,1.1333333333333333,1920,1080,1.13
left_left_C027.mp4 ,left_left,35,30.0,1.1666666666666667,1920,1080,1.17
left_left_C028.mp4 ,left_left,33,30.0,1.1,1920,1080,1.19
left_left_C029.mp4 ,left_left,34,30.0,1.1333333333333333,1920,1080,1.14
left_left_C030.mp4 ,left_left,33,30.0,1.1,1920,1080,1.09
left_left_C031.mp4 ,left_left,35,30.0,1.1666666666666667,1920,1080,1.16
left_left_C032.mp4 ,left_left,35,30.0,1.1666666666666667,1920,1080,1.18
left_left_C033.mp4 ,left_left,33,30.0,1.1,1920,1080,1.09
left_left_C034.mp4 ,left_left,36,30.0,1.2,1920,1080,1.26
left_left_C035.mp4 ,left_left,36,30.0,1.2,1920,1080,1.19
left_left_C036.mp4 ,left_left,36,30.0,1.2,1920,1080,1.26
left_left_C037.mp4 ,left_left,36,30.0,1.2,1920,1080,1.19
left_left_C038,left_left,66,30.0,2.2,1920,1080,1.11
left_left_C040,left_left,68,30.0,2.2666666666666666,1920,1080,1.33
left_left_C041,left_left,64,30.0,2.1333333333333333,1920,1080,1.07
left_left_C042,left_left,69,30.0,2.3,1920,1080,1.37
left_left_C043,left_left,70,30.0,2.3333333333333335,1920,1080,1.23
left_left_C044,left_left,63,30.0,2.1,1920,1080,1.17
left_left_C045,left_left,64,30.0,2.1333333333333333,1920,1080,1.28
left_left_C046,left_left,67,30.0,2.2333333333333334,1920,1080,1.13
left_left_C047,left_left,63,30.0,2.1,1920,1080,1.13
left_left_C048,left_left,66,30.0,2.2,1920,1080,1.21
left_left_C039,left_left,59,30.0,1.9666666666666666,1920,1080,1.07
left_left_C049,left_left,70,30.0,2.3333333333333335,1920,1080,1.15
left_left_C050,left_left,64,30.0,2.1333333333333333,1920,1080,1.09
left_left_C051,left_left,71,30.0,2.3666666666666667,1920,1080,1.16
left_left_C052,left_left,65,30.0,2.1666666666666665,1920,1080,1.28
left_left_C053,left_left,55,30.0,1.8333333333333333,1920,1080,1.02
left_left_C054,left_left,69,30.0,2.3,1920,1080,1.26
left_left_C055,left_left,75,30.0,2.5,1920,1080,1.3
left_left_C056,left_left,70,30.0,2.3333333333333335,1920,1080,1.15
left_left_C057,left_left,56,30.0,1.8666666666666667,1920,1080,1.0
left_left_C058,left_left,64,30.0,2.1333333333333333,1920,1080,1.27
left_left_C059,left_left,63,30.0,2.1,1920,1080,1.14
left_left_C060,left_left,64,30.0,2.1333333333333333,1920,1080,1.1
left_left_C061,left_left,63,30.0,2.1,1920,1080,1.1
left_left_C062,left_left,70,30.0,2.3333333333333335,1920,1080,1.22
left_left_C063,left_left,59,30.0,1.9666666666666666,1920,1080,1.17
left_left_C064,left_left,63,30.0,2.1,1920,1080,1.02
left_left_C065,left_left,65,30.0,2.1666666666666665,1920,1080,1.26
left_left_C066,left_left,68,30.0,2.2666666666666666,1920,1080,1.29
left_left_C067,left_left,63,30.0,2.1,1920,1080,1.21
left_left_C068,left_left,65,30.0,2.1666666666666665,1920,1080,1.14
left_left_C069,left_left,67,30.0,2.2333333333333334,1920,1080,1.25
left_left_C070,left_left,65,30.0,2.1666666666666665,1920,1080,1.23
left_left_C071,left_left,60,30.0,2.0,1920,1080,1.17
left_left_C072,left_left,63,30.0,2.1,1920,1080,1.21
left_left_C073,left_left,65,30.0,2.1666666666666665,1920,1080,1.17
left_left_C074,left_left,65,30.0,2.1666666666666665,1920,1080,1.25
left_left_C075,left_left,70,30.0,2.3333333333333335,1920,1080,1.18
left_left_C076,left_left,67,30.0,2.2333333333333334,1920,1080,1.19
left_left_C077,left_left,67,30.0,2.2333333333333334,1920,1080,1.25
left_left_C078,left_left,64,30.0,2.1333333333333333,1920,1080,1.28
left_left_C079,left_left,67,30.0,2.2333333333333334,1920,1080,1.23
left_left_C080,left_left,62,30.0,2.066666666666667,1920,1080,1.22
